session_id,user_id,login_date,session_duration_min
79,10,2025-04-27,54
80,10,2025-04-23,26
81,10,2025-04-28,53
82,11,2025-01-09,22
83,11,2025-01-08,27
84,11,2025-01-07,32
85,11,2025-01-05,21
86,11,2025-01-10,40
87,11,2025-01-18,28
88,11,2025-01-14,24
89,11,2025-01-17,23
90,11,2025-01-12,44
91,11,2025-01-16,17
92,11,2025-01-29,24
93,11,2025-01-30,29
94,11,2025-01-31,19
95,11,2025-01-28,48
96,11,2025-01-27,42
97,11,2025-02-09,10
98,11,2025-02-15,70
99,11,2025-02-10,19
100,11,2025-02-23,40
101,11,2025-03-17,13
102,11,2025-03-20,9
103,12,2025-03-13,48
104,12,2025-03-10,30
105,12,2025-03-12,16
106,12,2025-03-09,52
107,12,2025-03-07,9
108,12,2025-03-15,71
109,12,2025-03-17,21
110,12,2025-03-19,25
111,12,2025-03-25,36
112,12,2025-03-22,47
113,12,2025-03-27,83
114,12,2025-04-10,14
115,13,2025-04-17,11
116,13,2025-04-19,34
117,13,2025-04-16,24
118,13,2025-04-24,57
119,13,2025-04-22,28
120,13,2025-04-26,60
121,13,2025-05-20,23
122,13,2025-05-22,29
123,13,2025-05-25,29
124,14,2025-01-24,36
125,14,2025-02-05,30
126,14,2025-02-03,12
127,14,2025-02-20,19
128,14,2025-03-03,72
129,14,2025-03-06,59
130,14,2025-03-05,33
131,14,2025-02-28,66
132,14,2025-03-02,48
133,14,2025-04-03,10
134,14,2025-03-30,86
135,15,2025-03-20,10
136,15,2025-03-21,20
137,15,2025-04-03,82
138,15,2025-04-02,46
139,16,2025-01-13,28
140,16,2025-01-12,51
141,16,2025-01-11,58
142,16,2025-01-30,8
143,16,2025-01-29,21
144,16,2025-01-25,51
145,16,2025-01-27,36
146,16,2025-01-26,6
147,16,2025-02-06,43
148,16,2025-01-31,40
149,16,2025-02-03,39
150,16,2025-02-01,56
151,16,2025-02-05,48
152,16,2025-02-15,12
153,16,2025-02-16,39
154,16,2025-02-14,23
155,16,2025-02-21,62
156,16,2025-02-26,31
157,16,2025-02-27,31
158,16,2025-02-24,28
159,16,2025-02-23,14
160,17,2025-01-11,40
161,17,2025-01-07,29
162,17,2025-01-06,106
163,17,2025-01-08,42
164,17,2025-01-16,24
165,17,2025-01-18,16
166,17,2025-01-15,10
167,17,2025-01-17,67
168,17,2025-02-04,101
169,17,2025-02-05,8
170,17,2025-02-07,26
171,17,2025-02-03,12
172,17,2025-02-28,48
173,17,2025-02-26,24
174,17,2025-03-05,59
175,17,2025-03-08,39
176,17,2025-03-03,49
177,18,2025-01-21,40
178,18,2025-01-25,32
179,18,2025-01-24,49
180,18,2025-03-10,30
181,18,2025-03-11,21
182,19,2025-02-25,18
183,19,2025-03-30,17
184,19,2025-03-29,76
185,19,2025-03-25,17
186,19,2025-03-28,24
187,19,2025-03-27,17
188,19,2025-04-16,53
189,19,2025-04-20,27
190,20,2025-01-29,28
191,20,2025-01-26,23
192,20,2025-01-25,23
193,20,2025-01-28,67
194,20,2025-02-01,63
195,20,2025-02-03,10
196,20,2025-02-07,49
197,20,2025-02-05,6
198,20,2025-02-10,29
199,20,2025-02-12,25
200,20,2025-02-11,70
201,20,2025-02-08,19
202,20,2025-02-13,49
203,20,2025-03-07,50
204,20,2025-03-19,33
205,20,2025-03-20,10
206,20,2025-03-21,16
207,21,2025-03-18,16
208,21,2025-03-22,6
209,21,2025-04-01,47
210,21,2025-03-31,39
211,21,2025-04-05,30
212,22,2025-01-16,49
213,22,2025-01-17,22
214,22,2025-01-15,47
215,22,2025-01-19,27
216,22,2025-01-24,14
217,22,2025-01-27,21
218,22,2025-02-17,25
219,22,2025-02-16,41
220,22,2025-02-11,27
221,22,2025-02-14,29
222,22,2025-02-12,43
223,22,2025-02-20,75
224,22,2025-02-23,59
225,22,2025-02-22,13
226,22,2025-03-13,20
227,23,2025-04-23,31
228,23,2025-06-30,29
229,24,2025-03-18,55
230,24,2025-03-21,16
231,24,2025-03-15,47
232,24,2025-03-19,27
233,24,2025-04-07,47
234,24,2025-04-08,9
235,25,2025-02-11,31
236,25,2025-02-13,71
237,25,2025-02-14,8
238,25,2025-02-21,26
239,25,2025-02-17,27
240,25,2025-02-18,101
241,25,2025-02-22,36
242,25,2025-02-19,36
243,25,2025-04-04,49
244,25,2025-04-16,15
245,25,2025-04-15,6
246,25,2025-06-10,10
247,25,2025-06-08,29
248,25,2025-06-14,14
249,25,2025-06-12,6
250,25,2025-06-11,45
251,25,2025-06-19,36
252,25,2025-06-18,28
253,26,2025-01-29,45
254,26,2025-02-01,47
255,26,2025-01-28,45
256,26,2025-02-02,6
257,26,2025-02-04,76
258,26,2025-02-06,13
259,26,2025-02-05,40
260,26,2025-02-10,15
261,26,2025-02-09,97
262,26,2025-02-17,57
263,26,2025-03-15,25
264,26,2025-03-12,11
265,26,2025-03-14,18
266,26,2025-03-13,15
267,26,2025-03-09,19
268,26,2025-04-05,19
269,26,2025-04-16,43
270,26,2025-04-13,96
271,26,2025-04-15,161
272,26,2025-05-17,50
273,26,2025-05-12,75
274,26,2025-05-22,45
275,27,2025-01-31,47
276,27,2025-01-28,31
277,27,2025-01-30,53
278,27,2025-03-03,81
279,27,2025-02-28,18
280,27,2025-02-25,81
281,27,2025-03-01,27
282,27,2025-03-08,22
283,27,2025-03-05,95
284,27,2025-03-06,24
285,27,2025-03-09,17
286,27,2025-04-30,26
287,27,2025-05-04,72
288,27,2025-06-04,45
289,27,2025-06-07,23
290,27,2025-06-09,75
291,28,2025-01-09,45
292,28,2025-01-05,46
293,28,2025-01-10,40
294,28,2025-01-08,27
295,28,2025-01-07,41
296,28,2025-01-23,99
297,28,2025-01-24,37
298,28,2025-01-25,12
299,28,2025-01-27,119
300,28,2025-01-30,30
301,28,2025-01-31,45
302,28,2025-01-29,36
303,28,2025-02-01,22
304,28,2025-02-17,22
305,28,2025-02-18,52
306,28,2025-03-14,19
307,28,2025-03-10,34
308,28,2025-03-11,31
309,28,2025-03-09,27
310,28,2025-04-02,60
311,28,2025-04-05,38
312,29,2025-01-15,46
313,29,2025-01-14,40
314,29,2025-01-18,8
315,29,2025-01-23,21
316,29,2025-01-19,16
317,29,2025-01-21,53
318,29,2025-01-20,40
319,30,2025-02-12,21
320,30,2025-02-13,31
321,30,2025-03-28,26
322,30,2025-03-29,37
323,30,2025-03-26,14
324,30,2025-03-31,91
325,30,2025-04-18,55
326,30,2025-04-19,11
327,30,2025-04-15,22
328,30,2025-05-03,28
329,30,2025-04-30,42
330,30,2025-05-02,62
331,30,2025-05-04,18
332,31,2025-01-29,41
333,31,2025-01-28,27
334,31,2025-01-26,51
335,31,2025-01-30,33
336,31,2025-01-24,32
337,31,2025-03-04,38
338,31,2025-04-04,28
339,31,2025-04-05,27
340,31,2025-04-29,29
341,31,2025-04-27,36
342,32,2025-03-23,120
343,32,2025-03-22,37
344,32,2025-04-24,37
345,32,2025-04-27,33
346,32,2025-04-22,52
347,32,2025-05-03,74
348,32,2025-04-28,17
349,33,2025-02-15,33
350,33,2025-02-22,60
351,33,2025-02-23,46
352,33,2025-02-19,50
353,33,2025-02-21,47
354,33,2025-02-20,31
355,33,2025-04-08,5
356,33,2025-04-14,7
357,33,2025-04-12,9
358,33,2025-04-09,18
359,33,2025-05-05,27
360,33,2025-05-03,27
361,33,2025-05-06,77
362,34,2025-01-21,13
363,34,2025-01-15,31
364,34,2025-01-18,38
365,34,2025-01-16,6
366,34,2025-01-19,33
367,34,2025-01-23,43
368,34,2025-01-24,13
369,34,2025-01-22,33
370,34,2025-01-28,36
371,34,2025-01-26,8
372,34,2025-01-29,22
373,34,2025-02-03,32
374,34,2025-03-15,24
375,34,2025-03-16,17
376,34,2025-03-17,10
377,35,2025-01-28,20
378,35,2025-02-03,33
379,35,2025-01-30,54
380,35,2025-02-01,55
381,35,2025-02-02,102
382,35,2025-02-04,22
383,35,2025-02-10,27
384,35,2025-02-08,11
385,35,2025-02-06,23
386,35,2025-02-15,44
387,35,2025-02-13,85
388,35,2025-02-24,16
389,35,2025-02-21,31
390,35,2025-02-19,19
391,35,2025-02-23,23
392,35,2025-03-02,32
393,35,2025-02-26,17
394,35,2025-02-25,51
395,35,2025-03-01,43
396,35,2025-02-27,51
397,35,2025-03-14,40
398,35,2025-03-12,7
399,35,2025-03-17,37
400,35,2025-03-13,16
401,35,2025-03-15,37
402,35,2025-03-25,68
403,35,2025-03-28,18
404,35,2025-03-31,25
405,35,2025-04-07,77
406,35,2025-04-03,18
407,35,2025-04-06,35
408,35,2025-04-02,44
409,35,2025-04-04,28
410,35,2025-04-14,16
411,35,2025-04-13,27
412,35,2025-04-08,19
413,35,2025-04-09,43
414,35,2025-05-31,22
415,35,2025-06-01,55
416,35,2025-05-29,49
417,35,2025-05-30,63
418,35,2025-06-02,37
419,35,2025-06-08,56
420,36,2025-02-09,30
421,36,2025-02-13,22
422,36,2025-02-11,30
423,36,2025-02-10,56
424,36,2025-03-04,16
425,36,2025-03-01,81
426,36,2025-03-07,55
427,36,2025-03-06,14
428,37,2025-01-27,48
429,37,2025-01-24,28
430,37,2025-02-22,30
431,37,2025-03-10,45
432,37,2025-03-06,21
433,37,2025-03-08,27
434,37,2025-03-05,31
435,37,2025-04-21,14
436,37,2025-04-20,45
437,37,2025-04-18,36
438,37,2025-05-13,72
439,37,2025-05-15,27
440,37,2025-05-19,21
441,37,2025-05-17,12
442,38,2025-01-21,25
443,38,2025-01-26,58
444,38,2025-02-02,24
445,38,2025-01-29,53
446,38,2025-02-11,36
447,38,2025-02-15,11
448,38,2025-02-24,33
449,38,2025-03-01,78
450,38,2025-02-26,30
451,38,2025-03-02,64
452,38,2025-03-13,23
453,38,2025-04-09,63
454,38,2025-04-10,100
455,38,2025-04-13,22
456,38,2025-04-11,29
457,39,2025-02-26,32
458,39,2025-03-05,92
459,39,2025-03-02,30
460,39,2025-03-07,7
461,39,2025-03-06,33
462,39,2025-03-11,26
463,39,2025-03-09,21
464,39,2025-03-08,18
465,39,2025-03-14,50
466,39,2025-03-10,54
467,39,2025-03-28,34
468,39,2025-03-26,19
469,39,2025-04-02,61
470,39,2025-03-31,22
471,39,2025-03-29,12
472,39,2025-04-04,16
473,39,2025-03-30,15
474,39,2025-04-11,35
475,39,2025-05-14,53
476,39,2025-05-28,24
477,39,2025-05-26,29
478,39,2025-05-24,32
479,39,2025-05-27,30
480,39,2025-06-13,27
481,39,2025-06-28,38
482,39,2025-06-30,10
483,40,2025-01-22,9
484,40,2025-01-18,61
485,40,2025-02-04,48
486,40,2025-02-05,22
487,40,2025-05-05,68
488,40,2025-05-06,37
489,40,2025-05-03,52
490,40,2025-06-07,43
491,40,2025-06-10,10
492,40,2025-06-24,24
493,40,2025-06-21,26
494,40,2025-06-22,43
495,40,2025-06-25,35
496,41,2025-03-24,34
497,41,2025-03-26,15
498,41,2025-03-22,16
499,41,2025-03-28,29
500,41,2025-03-29,22
501,41,2025-04-01,68
502,41,2025-04-11,24
503,41,2025-04-07,10
504,41,2025-04-18,39
505,41,2025-05-02,62
506,41,2025-05-22,32
507,41,2025-06-30,30
508,42,2025-03-27,23
509,42,2025-04-14,75
510,42,2025-04-20,76
511,42,2025-04-19,47
512,42,2025-04-15,21
513,42,2025-04-22,41
514,42,2025-04-26,22
515,42,2025-04-23,53
516,42,2025-04-24,45
517,42,2025-04-28,16
518,42,2025-05-29,32
519,42,2025-05-31,19
520,42,2025-05-27,70
521,43,2025-03-13,90
522,43,2025-03-08,31
523,43,2025-03-09,40
524,43,2025-03-12,26
525,43,2025-03-07,20
526,43,2025-03-20,17
527,43,2025-03-14,16
528,43,2025-03-15,7
529,43,2025-03-17,49
530,43,2025-03-24,12
531,43,2025-03-27,29
532,43,2025-04-03,43
533,43,2025-04-01,23
534,43,2025-03-30,21
535,43,2025-03-31,40
536,43,2025-03-28,72
537,43,2025-04-04,30
538,43,2025-04-08,79
539,43,2025-04-10,89
540,43,2025-04-09,50
541,43,2025-04-07,5
542,43,2025-04-11,63
543,43,2025-04-16,53
544,43,2025-04-12,20
545,43,2025-04-21,51
546,43,2025-04-23,23
547,43,2025-04-20,29
548,43,2025-05-05,38
549,43,2025-05-08,16
550,43,2025-05-03,15
551,43,2025-05-02,17
552,43,2025-05-14,54
553,43,2025-05-09,42
554,43,2025-05-12,46
555,43,2025-05-10,61
556,43,2025-05-21,64
557,44,2025-01-06,11
558,44,2025-01-09,12
559,44,2025-01-07,27
560,44,2025-01-10,24
561,44,2025-01-11,36
562,44,2025-01-20,15
563,44,2025-01-25,32
564,44,2025-01-21,31
565,44,2025-01-24,43
566,44,2025-01-29,66
567,44,2025-01-28,26
568,44,2025-02-01,29
569,44,2025-01-30,13
570,44,2025-02-10,22
571,44,2025-02-13,31
572,44,2025-02-15,18
573,44,2025-02-14,50
574,44,2025-03-07,45
575,44,2025-03-02,67
576,44,2025-03-04,55
577,44,2025-03-05,36
578,44,2025-03-03,26
579,44,2025-03-26,56
580,44,2025-03-29,33
581,44,2025-03-28,53
582,44,2025-03-25,21
583,44,2025-03-27,11
584,45,2025-03-12,52
585,45,2025-03-14,13
586,45,2025-03-23,102
587,45,2025-03-21,16
588,45,2025-03-18,12
589,45,2025-04-12,47
590,45,2025-04-11,60
591,45,2025-04-10,15
592,45,2025-04-14,74
593,45,2025-04-20,35
594,45,2025-04-15,19
595,45,2025-04-26,28
596,45,2025-04-23,66
597,45,2025-06-29,27
598,46,2025-03-25,62
599,46,2025-04-16,9
600,46,2025-04-19,18
601,46,2025-04-17,13
602,46,2025-04-14,50
603,46,2025-04-15,32
604,46,2025-04-24,38
605,46,2025-04-26,16
606,46,2025-04-20,15
607,46,2025-06-28,13
608,46,2025-06-22,43
609,46,2025-06-25,20
610,46,2025-06-26,14
611,46,2025-06-24,69
612,47,2025-03-10,46
613,47,2025-03-12,50
614,47,2025-03-13,33
615,47,2025-03-14,29
616,47,2025-03-29,16
617,47,2025-03-23,28
618,47,2025-05-25,63
619,47,2025-05-30,20
620,48,2025-01-20,39
621,48,2025-01-17,37
622,48,2025-01-18,22
623,48,2025-01-26,26
624,48,2025-06-08,7
625,48,2025-06-11,23
626,48,2025-06-06,22
627,48,2025-06-10,18
628,49,2025-01-25,12
629,49,2025-01-21,50
630,49,2025-01-20,37
631,49,2025-01-24,20
632,49,2025-01-26,53
633,49,2025-05-06,71
634,49,2025-05-11,8
635,49,2025-05-05,37
636,49,2025-05-08,31
637,50,2025-01-26,13
638,50,2025-01-29,69
639,50,2025-01-24,36
640,50,2025-01-25,31
641,50,2025-01-30,28
642,50,2025-02-26,32
643,50,2025-02-21,18
644,51,2025-01-23,24
645,51,2025-01-28,14
646,51,2025-01-27,25
647,51,2025-01-22,61
648,51,2025-01-24,36
649,51,2025-01-30,48
650,51,2025-02-02,20
651,51,2025-01-29,12
652,51,2025-02-10,28
653,51,2025-02-05,7
654,51,2025-02-08,14
655,51,2025-02-11,14
656,51,2025-02-07,16
657,51,2025-03-08,5
658,51,2025-03-07,34
659,51,2025-03-09,40
660,51,2025-03-26,57
661,51,2025-03-28,20
662,51,2025-03-29,12
663,51,2025-04-03,112
664,51,2025-04-04,11
665,51,2025-04-08,26
666,51,2025-04-06,13
667,51,2025-04-02,26
668,51,2025-04-23,40
669,51,2025-04-28,11
670,51,2025-04-25,37
671,51,2025-04-29,48
672,51,2025-04-27,22
673,51,2025-05-13,21
674,51,2025-05-12,33
675,51,2025-05-09,20
676,51,2025-05-10,29
677,51,2025-05-19,52
678,51,2025-06-04,9
679,51,2025-06-07,38
680,51,2025-06-10,28
681,52,2025-01-08,34
682,52,2025-01-26,47
683,52,2025-01-24,30
684,52,2025-01-25,113
685,52,2025-01-23,50
686,52,2025-01-27,43
687,52,2025-02-02,14
688,52,2025-02-01,14
689,52,2025-02-04,51
690,52,2025-01-31,40
691,53,2025-01-16,18
692,53,2025-01-17,45
693,53,2025-01-15,20
694,53,2025-01-11,35
695,53,2025-01-12,84
696,53,2025-01-31,58
697,53,2025-01-29,20
698,53,2025-01-26,15
699,53,2025-05-16,41
700,53,2025-05-13,24
701,54,2025-03-25,65
702,54,2025-03-28,11
703,54,2025-03-30,11
704,54,2025-04-02,32
705,54,2025-03-29,49
706,54,2025-05-10,45
707,54,2025-06-20,25
708,54,2025-06-21,8
709,55,2025-06-30,36
710,55,2025-06-29,22
711,56,2025-02-09,50
712,56,2025-02-07,18
713,56,2025-02-04,58
714,56,2025-02-03,16
715,56,2025-02-08,138
716,56,2025-02-15,60
717,56,2025-02-13,47
718,56,2025-03-25,30
719,56,2025-03-30,10
720,56,2025-03-26,35
721,56,2025-03-28,41
722,56,2025-06-29,21
723,57,2025-01-23,75
724,57,2025-01-18,34
725,57,2025-01-20,30
726,57,2025-01-22,35
727,57,2025-03-11,37
728,57,2025-03-12,31
729,57,2025-03-08,39
730,57,2025-03-14,34
731,57,2025-05-21,45
732,57,2025-05-20,40
733,57,2025-06-16,20
734,57,2025-06-20,38
735,57,2025-06-19,38
736,57,2025-06-14,23
737,57,2025-06-18,20
738,58,2025-01-26,18
739,58,2025-01-27,13
740,58,2025-01-28,91
741,58,2025-05-03,43
742,58,2025-05-05,13
743,58,2025-05-04,22
744,58,2025-05-08,33
745,58,2025-05-02,47
746,59,2025-01-22,24
747,59,2025-01-25,18
748,59,2025-02-04,18
749,59,2025-02-20,31
750,59,2025-02-21,24
751,59,2025-02-24,27
752,59,2025-02-19,36
753,59,2025-03-14,16
754,59,2025-03-15,45
755,59,2025-03-16,28
756,59,2025-03-17,22
757,59,2025-03-13,55
758,60,2025-01-14,60
759,60,2025-01-09,34
760,60,2025-01-12,29
761,60,2025-01-13,36
762,61,2025-03-08,13
763,61,2025-03-06,25
764,61,2025-03-15,28
765,61,2025-03-18,43
766,61,2025-03-17,50
767,61,2025-03-16,29
768,61,2025-03-19,14
769,61,2025-03-31,41
770,61,2025-03-30,25
771,61,2025-03-28,50
772,61,2025-04-02,43
773,61,2025-04-23,18
774,61,2025-04-20,40
775,61,2025-04-19,25
776,62,2025-03-28,37
777,62,2025-03-25,15
778,62,2025-04-01,27
779,62,2025-04-03,20
780,62,2025-04-10,36
781,62,2025-04-16,39
782,62,2025-04-18,8
783,62,2025-04-17,18
784,62,2025-04-19,33
785,62,2025-05-12,47
786,62,2025-05-15,43
787,62,2025-05-18,33
788,62,2025-05-13,31
789,62,2025-05-14,6
790,62,2025-06-09,37
791,62,2025-06-12,12
792,63,2025-04-09,16
793,63,2025-04-16,54
794,63,2025-05-05,22
795,63,2025-06-17,21
796,63,2025-06-18,9
797,63,2025-06-23,11
798,63,2025-06-21,27
799,63,2025-06-22,89
800,65,2025-05-08,74
801,65,2025-05-07,32
802,65,2025-05-09,34
803,65,2025-05-11,6
804,65,2025-05-15,12
805,65,2025-05-20,27
806,65,2025-05-18,14
807,65,2025-05-16,19
808,65,2025-05-19,36
809,65,2025-06-11,47
810,65,2025-06-17,22
811,65,2025-06-13,78
812,65,2025-06-16,57
813,65,2025-06-18,40
814,65,2025-06-20,28
815,66,2025-04-10,25
816,66,2025-04-15,13
817,66,2025-04-09,46
818,66,2025-04-12,44
819,66,2025-04-14,23
820,66,2025-04-18,46
821,66,2025-06-03,37
822,66,2025-06-02,21
823,66,2025-05-28,80
824,66,2025-06-09,99
825,66,2025-06-10,43
826,66,2025-06-04,41
827,66,2025-06-08,44
828,66,2025-06-06,71
829,67,2025-03-04,22
830,67,2025-03-09,30
831,67,2025-03-16,54
832,67,2025-03-12,25
833,67,2025-03-11,8
834,67,2025-03-14,37
835,67,2025-03-13,18
836,67,2025-03-20,20
837,67,2025-03-24,42
838,67,2025-03-22,46
839,67,2025-04-03,49
840,67,2025-04-21,41
841,67,2025-04-18,31
842,67,2025-04-15,169
843,67,2025-04-28,53
844,67,2025-05-27,19
845,67,2025-05-28,19
846,67,2025-06-01,30
847,67,2025-05-29,135
848,68,2025-02-05,91
849,68,2025-02-19,67
850,68,2025-02-25,28
851,68,2025-02-20,10
852,68,2025-02-21,22
853,68,2025-03-28,85
854,68,2025-03-26,31
855,68,2025-04-16,61
856,68,2025-04-18,16
857,68,2025-05-18,44
858,68,2025-05-16,20
859,68,2025-05-20,62
860,69,2025-01-03,51
861,69,2025-01-06,29
862,69,2025-01-07,13
863,69,2025-01-05,55
864,69,2025-01-08,29
865,69,2025-01-23,29
866,69,2025-01-17,33
867,69,2025-01-20,22
868,69,2025-01-21,32
869,70,2025-02-28,9
870,70,2025-03-05,34
871,70,2025-03-02,32
872,70,2025-03-01,14
873,70,2025-03-04,11
874,70,2025-03-29,7
875,70,2025-03-30,34
876,70,2025-04-19,27
877,70,2025-04-22,45
878,70,2025-04-23,38
879,71,2025-02-09,32
880,71,2025-02-07,36
881,71,2025-02-11,12
882,71,2025-02-10,19
883,71,2025-02-16,37
884,71,2025-03-07,23
885,71,2025-04-12,71
886,71,2025-04-13,7
887,71,2025-04-19,74
888,71,2025-04-21,19
889,71,2025-04-18,20
890,71,2025-04-28,40
891,71,2025-04-27,16
892,71,2025-04-30,37
893,71,2025-05-01,75
894,72,2025-04-05,24
895,72,2025-04-07,51
896,72,2025-04-01,41
897,72,2025-04-06,14
898,72,2025-04-04,11
899,72,2025-05-02,51
900,72,2025-05-01,32
901,72,2025-04-30,18
902,72,2025-05-05,31
903,73,2025-05-02,5
904,73,2025-05-07,64
905,73,2025-05-10,60
906,73,2025-05-15,24
907,73,2025-05-09,18
908,73,2025-05-13,71
909,73,2025-06-19,22
910,73,2025-06-18,42
911,73,2025-06-14,26
912,73,2025-06-17,17
913,73,2025-06-15,8
914,74,2025-01-22,69
915,74,2025-01-26,15
916,74,2025-01-23,28
917,74,2025-01-25,64
918,74,2025-02-01,25
919,74,2025-03-06,64
920,74,2025-03-03,51
921,74,2025-04-15,41
922,74,2025-04-18,35
923,74,2025-04-20,16
924,74,2025-04-16,22
925,75,2025-01-09,18
926,75,2025-01-08,81
927,75,2025-01-04,24
928,75,2025-01-07,20
929,75,2025-01-11,26
930,75,2025-01-15,16
931,75,2025-01-19,46
932,75,2025-01-20,48
933,75,2025-01-22,19
934,75,2025-01-18,14
935,75,2025-01-23,33
936,75,2025-02-01,24
937,75,2025-01-31,26
938,75,2025-02-06,39
939,75,2025-02-05,59
940,75,2025-02-10,57
941,75,2025-02-12,22
942,75,2025-02-09,40
943,75,2025-02-07,24
944,75,2025-02-08,15
945,76,2025-02-27,11
946,76,2025-02-26,82
947,76,2025-03-02,28
948,76,2025-03-06,83
949,76,2025-03-04,32
950,76,2025-03-09,22
951,76,2025-03-10,49
952,77,2025-06-09,34
953,77,2025-06-07,69
954,77,2025-06-03,34
955,77,2025-06-06,38
956,77,2025-06-25,19
957,77,2025-06-27,64
958,78,2025-02-20,27
959,78,2025-02-19,27
960,78,2025-02-23,25
961,78,2025-02-25,14
962,78,2025-02-22,17
963,78,2025-03-09,32
964,78,2025-03-11,47
965,78,2025-03-10,51
966,78,2025-03-07,20
967,78,2025-03-06,31
968,79,2025-05-11,79
969,79,2025-05-08,42
970,79,2025-05-10,27
971,79,2025-05-14,37
972,79,2025-05-12,52
973,79,2025-05-19,10
974,79,2025-05-18,15
975,79,2025-05-15,31
976,79,2025-05-21,43
977,79,2025-05-17,40
978,79,2025-05-22,38
979,79,2025-05-26,46
980,79,2025-05-23,52
981,79,2025-05-24,32
982,79,2025-05-27,17
983,79,2025-06-20,15
984,80,2025-02-20,59
985,80,2025-02-16,41
986,80,2025-02-19,18
987,80,2025-02-17,14
988,80,2025-02-22,57
989,80,2025-02-27,48
990,80,2025-05-16,12
991,81,2025-03-20,29
992,81,2025-03-25,16
993,81,2025-04-11,33
994,81,2025-04-10,24
995,81,2025-05-07,31
996,81,2025-05-02,40
997,81,2025-05-06,56
998,82,2025-01-21,46
999,82,2025-01-22,21
1000,82,2025-01-23,12
1001,82,2025-01-19,19
1002,82,2025-01-28,25
1003,82,2025-01-25,17
1004,82,2025-01-31,27
1005,82,2025-04-26,34
1006,82,2025-04-29,74
1007,82,2025-05-02,106
1008,82,2025-04-30,22
1009,82,2025-05-01,28
1010,83,2025-01-15,57
1011,83,2025-01-13,57
1012,83,2025-01-10,14
1013,83,2025-01-09,66
1014,83,2025-01-28,39
1015,83,2025-01-24,62
1016,83,2025-01-27,37
1017,83,2025-01-26,21
1018,83,2025-01-23,50
1019,84,2025-01-13,22
1020,84,2025-01-14,24
1021,84,2025-01-11,21
1022,84,2025-01-09,38
1023,84,2025-01-16,46
1024,84,2025-01-20,37
1025,84,2025-01-19,35
1026,84,2025-01-22,35
1027,84,2025-01-17,84
1028,84,2025-02-16,58
1029,84,2025-02-13,41
1030,84,2025-02-15,30
1031,84,2025-02-18,41
1032,84,2025-02-23,89
1033,84,2025-02-20,28
1034,84,2025-02-25,27
1035,84,2025-03-18,19
1036,84,2025-03-15,20
1037,84,2025-04-13,19
1038,84,2025-04-27,65
1039,84,2025-04-24,29
1040,84,2025-05-21,35
1041,85,2025-01-13,26
1042,85,2025-01-10,29
1043,85,2025-01-09,51
1044,85,2025-01-08,18
1045,85,2025-01-30,38
1046,85,2025-01-29,29
1047,85,2025-02-03,58
1048,85,2025-02-11,29
1049,85,2025-02-09,38
1050,85,2025-02-05,11
1051,85,2025-05-08,16
1052,85,2025-05-11,42
1053,85,2025-05-07,19
1054,85,2025-05-12,9
1055,85,2025-05-09,18
1056,86,2025-01-10,24
1057,86,2025-01-06,12
1058,86,2025-01-05,53
1059,86,2025-01-04,38
1060,86,2025-01-07,19
1061,86,2025-01-12,11
1062,86,2025-01-16,25
1063,86,2025-01-13,23
1064,86,2025-01-30,36
1065,86,2025-01-29,26
1066,86,2025-03-02,32
1067,86,2025-03-04,33
1068,87,2025-04-13,38
