event_id,user_id,event_type,event_time
77,36,튜토리얼완료,2025-02-11 12:00:00
78,37,가입,2025-01-21 00:00:00
79,37,튜토리얼완료,2025-01-23 07:00:00
80,37,첫결제,2025-01-30 20:46:00
81,38,가입,2025-01-20 00:00:00
82,38,튜토리얼완료,2025-01-20 08:00:00
83,39,가입,2025-02-22 00:00:00
84,39,튜토리얼완료,2025-02-24 17:00:00
85,39,첫결제,2025-03-03 22:14:00
86,40,가입,2025-01-18 00:00:00
87,40,튜토리얼완료,2025-01-20 21:00:00
88,40,첫결제,2025-01-19 16:50:00
89,41,가입,2025-03-22 00:00:00
90,41,튜토리얼완료,2025-03-24 05:00:00
91,41,첫결제,2025-04-23 22:20:00
92,42,가입,2025-03-25 00:00:00
93,42,튜토리얼완료,2025-03-27 02:00:00
94,42,첫결제,2025-04-25 05:49:00
95,43,가입,2025-03-07 00:00:00
96,43,튜토리얼완료,2025-03-07 08:00:00
97,43,첫결제,2025-03-10 02:09:00
98,44,가입,2025-01-05 00:00:00
99,44,튜토리얼완료,2025-01-07 15:00:00
100,44,첫결제,2025-01-16 23:13:00
101,45,가입,2025-03-10 00:00:00
102,45,튜토리얼완료,2025-03-10 04:00:00
103,46,가입,2025-03-23 00:00:00
104,47,가입,2025-03-09 00:00:00
105,48,가입,2025-01-17 00:00:00
106,48,튜토리얼완료,2025-01-19 17:00:00
107,49,가입,2025-01-20 00:00:00
108,49,튜토리얼완료,2025-01-20 13:00:00
109,49,첫결제,2025-02-07 07:17:00
110,50,가입,2025-01-10 00:00:00
111,50,튜토리얼완료,2025-01-10 04:00:00
112,51,가입,2025-01-22 00:00:00
113,51,튜토리얼완료,2025-01-22 13:00:00
114,51,첫결제,2025-01-28 00:15:00
115,52,가입,2025-01-02 00:00:00
116,52,튜토리얼완료,2025-01-03 14:00:00
117,53,가입,2025-01-11 00:00:00
118,53,튜토리얼완료,2025-01-13 04:00:00
119,54,가입,2025-03-20 00:00:00
120,54,튜토리얼완료,2025-03-22 21:00:00
121,55,가입,2025-06-29 00:00:00
122,55,튜토리얼완료,2025-07-02 19:00:00
123,56,가입,2025-02-03 00:00:00
124,56,튜토리얼완료,2025-02-06 11:00:00
125,57,가입,2025-01-18 00:00:00
126,57,튜토리얼완료,2025-01-21 02:00:00
127,58,가입,2025-01-24 00:00:00
128,58,튜토리얼완료,2025-01-25 04:00:00
129,59,가입,2025-01-22 00:00:00
130,59,튜토리얼완료,2025-01-25 09:00:00
131,59,첫결제,2025-02-16 05:42:00
132,60,가입,2025-01-08 00:00:00
133,60,튜토리얼완료,2025-01-09 14:00:00
134,61,가입,2025-03-06 00:00:00
135,61,튜토리얼완료,2025-03-06 07:00:00
136,61,첫결제,2025-03-18 21:36:00
137,62,가입,2025-03-24 00:00:00
138,62,튜토리얼완료,2025-03-24 19:00:00
139,62,첫결제,2025-04-04 19:26:00
140,63,가입,2025-04-01 00:00:00
141,63,튜토리얼완료,2025-04-03 08:00:00
142,64,가입,2025-06-29 00:00:00
143,64,튜토리얼완료,2025-07-02 13:00:00
144,65,가입,2025-05-07 00:00:00
145,65,튜토리얼완료,2025-05-08 08:00:00
146,65,첫결제,2025-05-14 23:45:00
147,66,가입,2025-04-09 00:00:00
148,66,튜토리얼완료,2025-04-11 00:00:00
149,66,첫결제,2025-04-24 02:24:00
150,67,가입,2025-03-04 00:00:00
151,67,튜토리얼완료,2025-03-07 05:00:00
152,68,가입,2025-02-05 00:00:00
153,68,첫결제,2025-05-06 12:53:00
154,69,가입,2025-01-03 00:00:00
155,70,가입,2025-02-27 00:00:00
156,70,튜토리얼완료,2025-03-02 16:00:00
157,71,가입,2025-02-07 00:00:00
158,71,튜토리얼완료,2025-02-07 01:00:00
159,72,가입,2025-04-01 00:00:00
160,72,튜토리얼완료,2025-04-02 16:00:00
161,72,첫결제,2025-04-10 06:53:00
162,73,가입,2025-05-02 00:00:00
163,74,가입,2025-01-20 00:00:00
164,74,튜토리얼완료,2025-01-21 06:00:00
165,75,가입,2025-01-03 00:00:00
166,75,튜토리얼완료,2025-01-06 09:00:00
167,76,가입,2025-02-25 00:00:00
168,76,튜토리얼완료,2025-02-28 03:00:00
169,77,가입,2025-06-03 00:00:00
170,77,튜토리얼완료,2025-06-04 08:00:00
171,78,가입,2025-02-19 00:00:00
172,78,튜토리얼완료,2025-02-20 11:00:00
173,79,가입,2025-05-08 00:00:00
174,79,튜토리얼완료,2025-05-09 11:00:00
175,79,첫결제,2025-05-08 02:06:00
176,80,가입,2025-02-15 00:00:00
177,80,튜토리얼완료,2025-02-16 22:00:00
178,80,첫결제,2025-03-04 17:33:00
179,81,가입,2025-03-20 00:00:00
180,81,튜토리얼완료,2025-03-21 03:00:00
181,82,가입,2025-01-18 00:00:00
182,82,튜토리얼완료,2025-01-21 17:00:00
183,83,가입,2025-01-09 00:00:00
184,83,튜토리얼완료,2025-01-12 23:00:00
185,84,가입,2025-01-09 00:00:00
186,84,첫결제,2025-01-11 13:54:00
187,85,가입,2025-01-08 00:00:00
188,85,튜토리얼완료,2025-01-11 22:00:00
189,86,가입,2025-01-04 00:00:00
190,86,튜토리얼완료,2025-01-07 19:00:00
191,86,첫결제,2025-01-07 00:42:00
192,87,가입,2025-04-13 00:00:00
193,88,가입,2025-01-27 00:00:00
194,88,튜토리얼완료,2025-01-28 18:00:00
195,89,가입,2025-01-24 00:00:00
196,89,튜토리얼완료,2025-01-27 12:00:00
197,90,가입,2025-02-26 00:00:00
198,90,튜토리얼완료,2025-02-28 02:00:00
199,90,첫결제,2025-03-12 21:58:00
200,91,가입,2025-01-12 00:00:00
201,91,튜토리얼완료,2025-01-12 13:00:00
202,92,가입,2025-04-26 00:00:00
203,93,가입,2025-03-19 00:00:00
204,94,가입,2025-01-20 00:00:00
205,94,튜토리얼완료,2025-01-20 06:00:00
206,94,첫결제,2025-01-20 23:39:00
207,95,가입,2025-01-13 00:00:00
208,95,튜토리얼완료,2025-01-15 14:00:00
209,96,가입,2025-02-01 00:00:00
210,96,튜토리얼완료,2025-02-03 21:00:00
211,96,첫결제,2025-03-13 20:29:00
212,97,가입,2025-01-19 00:00:00
213,97,첫결제,2025-01-19 23:24:00
214,98,가입,2025-01-05 00:00:00
215,98,튜토리얼완료,2025-01-06 09:00:00
216,99,가입,2025-01-31 00:00:00
217,99,튜토리얼완료,2025-02-02 22:00:00
218,100,가입,2025-05-16 00:00:00
219,100,튜토리얼완료,2025-05-16 15:00:00
220,101,가입,2025-03-02 00:00:00
221,101,튜토리얼완료,2025-03-04 04:00:00
222,101,첫결제,2025-03-13 05:29:00
223,102,가입,2025-06-29 00:00:00
224,102,튜토리얼완료,2025-07-01 00:00:00
225,102,첫결제,2025-06-29 02:00:00
226,103,가입,2025-05-03 00:00:00
227,103,튜토리얼완료,2025-05-05 20:00:00
228,103,첫결제,2025-05-03 14:46:00
229,104,가입,2025-03-09 00:00:00
230,105,가입,2025-04-22 00:00:00
231,105,튜토리얼완료,2025-04-23 06:00:00
232,105,첫결제,2025-04-27 09:10:00
233,106,가입,2025-02-13 00:00:00
234,106,튜토리얼완료,2025-02-14 04:00:00
235,107,가입,2025-03-06 00:00:00
236,107,튜토리얼완료,2025-03-09 13:00:00
237,107,첫결제,2025-03-24 08:17:00
238,108,가입,2025-01-23 00:00:00
239,108,튜토리얼완료,2025-01-24 00:00:00
240,109,가입,2025-01-14 00:00:00
241,109,튜토리얼완료,2025-01-17 11:00:00
242,110,가입,2025-05-09 00:00:00
243,110,튜토리얼완료,2025-05-10 11:00:00
244,110,첫결제,2025-05-21 20:12:00
245,111,가입,2025-01-09 00:00:00
246,111,튜토리얼완료,2025-01-09 21:00:00
247,112,가입,2025-01-12 00:00:00
248,112,튜토리얼완료,2025-01-14 21:00:00
249,112,첫결제,2025-01-12 22:37:00
250,113,가입,2025-01-19 00:00:00
251,113,튜토리얼완료,2025-01-22 16:00:00
252,114,가입,2025-02-28 00:00:00
253,114,튜토리얼완료,2025-03-02 13:00:00
254,114,첫결제,2025-03-15 15:15:00
255,115,가입,2025-01-25 00:00:00
256,115,튜토리얼완료,2025-01-25 05:00:00
257,116,가입,2025-02-11 00:00:00
258,116,튜토리얼완료,2025-02-12 04:00:00
259,117,가입,2025-05-10 00:00:00
260,118,가입,2025-04-03 00:00:00
261,118,첫결제,2025-04-06 02:39:00
262,119,가입,2025-03-12 00:00:00
263,119,튜토리얼완료,2025-03-15 01:00:00
264,119,첫결제,2025-04-19 20:36:00
265,120,가입,2025-01-11 00:00:00
266,120,튜토리얼완료,2025-01-13 08:00:00
267,121,가입,2025-03-13 00:00:00
268,121,튜토리얼완료,2025-03-15 15:00:00
269,122,가입,2025-01-28 00:00:00
270,122,튜토리얼완료,2025-01-29 19:00:00
271,123,가입,2025-01-08 00:00:00
272,123,튜토리얼완료,2025-01-11 04:00:00
273,123,첫결제,2025-01-25 08:06:00
274,124,가입,2025-01-24 00:00:00
275,124,튜토리얼완료,2025-01-25 21:00:00
276,124,첫결제,2025-01-26 21:39:00
277,125,가입,2025-01-05 00:00:00
278,125,튜토리얼완료,2025-01-06 19:00:00
279,125,첫결제,2025-01-14 03:36:00
280,126,가입,2025-02-24 00:00:00
281,126,튜토리얼완료,2025-02-25 22:00:00
282,127,가입,2025-02-28 00:00:00
283,127,튜토리얼완료,2025-03-02 20:00:00
284,128,가입,2025-01-18 00:00:00
285,129,가입,2025-01-03 00:00:00
286,129,튜토리얼완료,2025-01-03 15:00:00
287,129,첫결제,2025-02-06 15:18:00
288,130,가입,2025-06-13 00:00:00
289,131,가입,2025-02-18 00:00:00
290,132,가입,2025-03-31 00:00:00
291,132,첫결제,2025-04-18 21:56:00
292,133,가입,2025-01-22 00:00:00
293,133,튜토리얼완료,2025-01-22 15:00:00
294,134,가입,2025-04-11 00:00:00
295,134,튜토리얼완료,2025-04-11 13:00:00
296,135,가입,2025-04-09 00:00:00
297,135,튜토리얼완료,2025-04-09 10:00:00
298,136,가입,2025-01-06 00:00:00
299,136,튜토리얼완료,2025-01-09 09:00:00
300,136,첫결제,2025-01-13 15:38:00
301,137,가입,2025-06-29 00:00:00
302,137,튜토리얼완료,2025-07-01 03:00:00
303,137,첫결제,2025-06-29 02:12:00
304,138,가입,2025-02-10 00:00:00
305,138,튜토리얼완료,2025-02-13 01:00:00
306,139,가입,2025-03-25 00:00:00
307,139,튜토리얼완료,2025-03-26 00:00:00
308,140,가입,2025-01-15 00:00:00
309,140,튜토리얼완료,2025-01-18 00:00:00
310,141,가입,2025-03-01 00:00:00
311,141,튜토리얼완료,2025-03-03 22:00:00
312,141,첫결제,2025-03-13 23:52:00
313,142,가입,2025-01-18 00:00:00
314,143,가입,2025-04-07 00:00:00
315,143,튜토리얼완료,2025-04-09 07:00:00
316,144,가입,2025-01-28 00:00:00
317,145,가입,2025-02-16 00:00:00
318,145,튜토리얼완료,2025-02-19 16:00:00
319,145,첫결제,2025-02-24 13:36:00
320,146,가입,2025-02-01 00:00:00
321,146,튜토리얼완료,2025-02-04 05:00:00
322,147,가입,2025-02-15 00:00:00
323,147,튜토리얼완료,2025-02-17 13:00:00
324,148,가입,2025-01-29 00:00:00
325,149,가입,2025-02-06 00:00:00
326,149,첫결제,2025-02-22 16:34:00
327,150,가입,2025-01-02 00:00:00
328,150,튜토리얼완료,2025-01-03 02:00:00
329,150,첫결제,2025-01-20 21:57:00
330,151,가입,2025-04-06 00:00:00
331,151,첫결제,2025-04-11 21:58:00
332,152,가입,2025-05-31 00:00:00
333,152,튜토리얼완료,2025-06-02 14:00:00
334,153,가입,2025-02-04 00:00:00
335,153,튜토리얼완료,2025-02-06 14:00:00
336,154,가입,2025-06-29 00:00:00
337,154,튜토리얼완료,2025-06-30 17:00:00
338,155,가입,2025-01-11 00:00:00
339,155,튜토리얼완료,2025-01-12 23:00:00
340,155,첫결제,2025-02-13 13:35:00
341,156,가입,2025-06-17 00:00:00
342,156,튜토리얼완료,2025-06-18 06:00:00
343,156,첫결제,2025-06-21 21:00:00
344,157,가입,2025-01-22 00:00:00
345,158,가입,2025-02-10 00:00:00
346,159,가입,2025-05-27 00:00:00
347,159,튜토리얼완료,2025-05-28 19:00:00
348,160,가입,2025-01-08 00:00:00
349,160,튜토리얼완료,2025-01-09 13:00:00
350,160,첫결제,2025-01-16 22:28:00
351,161,가입,2025-01-12 00:00:00
352,161,튜토리얼완료,2025-01-12 21:00:00
353,162,가입,2025-03-22 00:00:00
354,162,튜토리얼완료,2025-03-24 20:00:00
355,163,가입,2025-02-28 00:00:00
356,163,튜토리얼완료,2025-03-03 17:00:00
357,164,가입,2025-01-18 00:00:00
358,164,튜토리얼완료,2025-01-18 20:00:00
359,165,가입,2025-01-27 00:00:00
360,165,튜토리얼완료,2025-01-30 14:00:00
361,166,가입,2025-02-14 00:00:00
362,166,튜토리얼완료,2025-02-15 18:00:00
363,166,첫결제,2025-02-16 22:35:00
364,167,가입,2025-04-24 00:00:00
365,167,튜토리얼완료,2025-04-25 00:00:00
366,167,첫결제,2025-05-09 22:16:00
367,168,가입,2025-01-22 00:00:00
368,168,튜토리얼완료,2025-01-23 20:00:00
369,169,가입,2025-02-15 00:00:00
370,169,튜토리얼완료,2025-02-16 09:00:00
371,170,가입,2025-01-22 00:00:00
372,170,튜토리얼완료,2025-01-22 06:00:00
373,170,첫결제,2025-01-26 23:10:00
374,171,가입,2025-01-19 00:00:00
375,171,첫결제,2025-01-19 02:52:00
376,172,가입,2025-05-09 00:00:00
377,172,첫결제,2025-05-10 05:00:00
378,173,가입,2025-02-03 00:00:00
379,173,튜토리얼완료,2025-02-04 14:00:00
380,173,첫결제,2025-02-09 04:05:00
381,174,가입,2025-03-22 00:00:00
382,174,튜토리얼완료,2025-03-25 21:00:00
383,174,첫결제,2025-04-04 23:57:00
384,175,가입,2025-01-19 00:00:00
385,175,튜토리얼완료,2025-01-21 13:00:00
386,175,첫결제,2025-02-13 05:26:00
387,176,가입,2025-01-12 00:00:00
388,176,튜토리얼완료,2025-01-14 17:00:00
389,177,가입,2025-03-10 00:00:00
390,177,튜토리얼완료,2025-03-11 05:00:00
391,178,가입,2025-03-27 00:00:00
392,178,튜토리얼완료,2025-03-30 03:00:00
393,179,가입,2025-02-27 00:00:00
394,179,튜토리얼완료,2025-03-02 15:00:00
395,179,첫결제,2025-03-05 21:28:00
396,180,가입,2025-03-13 00:00:00
397,180,튜토리얼완료,2025-03-16 21:00:00
398,180,첫결제,2025-03-29 23:11:00
399,181,가입,2025-03-03 00:00:00
400,181,튜토리얼완료,2025-03-03 10:00:00
401,181,첫결제,2025-03-03 23:40:00
402,182,가입,2025-03-07 00:00:00
403,183,가입,2025-05-16 00:00:00
404,183,튜토리얼완료,2025-05-18 19:00:00
405,184,가입,2025-06-19 00:00:00
406,185,가입,2025-02-09 00:00:00
407,185,튜토리얼완료,2025-02-12 07:00:00
408,185,첫결제,2025-02-13 20:21:00
409,186,가입,2025-01-06 00:00:00
410,186,튜토리얼완료,2025-01-09 13:00:00
411,186,첫결제,2025-01-15 19:51:00
412,187,가입,2025-03-26 00:00:00
413,188,가입,2025-02-20 00:00:00
414,188,튜토리얼완료,2025-02-21 21:00:00
415,188,첫결제,2025-02-22 19:08:00
416,189,가입,2025-05-27 00:00:00
417,189,튜토리얼완료,2025-05-30 05:00:00
418,189,첫결제,2025-06-02 12:29:00
419,190,가입,2025-03-04 00:00:00
420,190,튜토리얼완료,2025-03-04 19:00:00
421,190,첫결제,2025-03-05 14:39:00
422,191,가입,2025-01-09 00:00:00
423,191,첫결제,2025-02-09 19:37:00
424,192,가입,2025-03-04 00:00:00
425,192,튜토리얼완료,2025-03-06 16:00:00
426,192,첫결제,2025-03-08 13:20:00
427,193,가입,2025-02-04 00:00:00
428,194,가입,2025-01-07 00:00:00
429,194,튜토리얼완료,2025-01-10 12:00:00
430,195,가입,2025-01-17 00:00:00
431,195,튜토리얼완료,2025-01-20 11:00:00
432,196,가입,2025-06-29 00:00:00
433,196,튜토리얼완료,2025-06-30 04:00:00
434,197,가입,2025-01-25 00:00:00
435,197,튜토리얼완료,2025-01-27 08:00:00
436,197,첫결제,2025-01-26 01:54:00
437,198,가입,2025-01-16 00:00:00
438,198,튜토리얼완료,2025-01-18 22:00:00
439,198,첫결제,2025-01-23 05:41:00
440,199,가입,2025-01-27 00:00:00
441,200,가입,2025-05-05 00:00:00
442,200,첫결제,2025-06-11 07:44:00
443,201,가입,2025-03-07 00:00:00
444,202,가입,2025-01-12 00:00:00
445,202,튜토리얼완료,2025-01-15 18:00:00
446,203,가입,2025-01-01 00:00:00
447,203,튜토리얼완료,2025-01-03 03:00:00
448,203,첫결제,2025-02-07 20:31:00
449,204,가입,2025-01-27 00:00:00
450,204,튜토리얼완료,2025-01-29 18:00:00
451,205,가입,2025-01-10 00:00:00
452,205,첫결제,2025-01-15 21:23:00
453,206,가입,2025-05-05 00:00:00
454,206,튜토리얼완료,2025-05-05 19:00:00
455,206,첫결제,2025-05-05 07:39:00
456,207,가입,2025-01-07 00:00:00
457,207,튜토리얼완료,2025-01-09 12:00:00
458,208,가입,2025-02-11 00:00:00
459,208,튜토리얼완료,2025-02-14 14:00:00
460,209,가입,2025-03-03 00:00:00
461,209,튜토리얼완료,2025-03-04 12:00:00
462,210,가입,2025-06-22 00:00:00
463,210,튜토리얼완료,2025-06-24 12:00:00
464,210,첫결제,2025-06-24 00:12:00
465,211,가입,2025-01-18 00:00:00
466,211,튜토리얼완료,2025-01-21 16:00:00
467,212,가입,2025-04-15 00:00:00
468,212,튜토리얼완료,2025-04-16 04:00:00
469,212,첫결제,2025-04-18 17:53:00
470,213,가입,2025-02-15 00:00:00
471,213,튜토리얼완료,2025-02-18 03:00:00
472,213,첫결제,2025-02-20 21:28:00
473,214,가입,2025-04-14 00:00:00
474,214,튜토리얼완료,2025-04-15 01:00:00
475,215,가입,2025-01-22 00:00:00
476,215,튜토리얼완료,2025-01-22 18:00:00
477,216,가입,2025-01-20 00:00:00
478,216,튜토리얼완료,2025-01-20 15:00:00
479,217,가입,2025-01-16 00:00:00
480,218,가입,2025-03-04 00:00:00
481,218,튜토리얼완료,2025-03-06 13:00:00
482,219,가입,2025-02-08 00:00:00
483,219,튜토리얼완료,2025-02-11 00:00:00
484,219,첫결제,2025-02-21 20:49:00
485,220,가입,2025-02-21 00:00:00
486,220,튜토리얼완료,2025-02-21 03:00:00
487,220,첫결제,2025-02-22 09:57:00
488,221,가입,2025-03-18 00:00:00
489,221,튜토리얼완료,2025-03-21 18:00:00
490,222,가입,2025-03-11 00:00:00
491,222,튜토리얼완료,2025-03-11 21:00:00
492,223,가입,2025-03-04 00:00:00
493,223,튜토리얼완료,2025-03-04 02:00:00
494,224,가입,2025-03-25 00:00:00
495,224,튜토리얼완료,2025-03-28 02:00:00
496,224,첫결제,2025-03-26 01:39:00
497,225,가입,2025-01-03 00:00:00
498,225,튜토리얼완료,2025-01-04 10:00:00
499,225,첫결제,2025-01-03 12:15:00
500,226,가입,2025-04-01 00:00:00
501,226,튜토리얼완료,2025-04-02 07:00:00
502,226,첫결제,2025-05-31 12:41:00
503,227,가입,2025-03-20 00:00:00
504,227,튜토리얼완료,2025-03-20 05:00:00
505,228,가입,2025-01-27 00:00:00
506,228,튜토리얼완료,2025-01-30 14:00:00
507,228,첫결제,2025-02-01 06:00:00
508,229,가입,2025-01-15 00:00:00
509,229,튜토리얼완료,2025-01-17 15:00:00
510,229,첫결제,2025-03-27 20:30:00
511,230,가입,2025-02-12 00:00:00
512,230,튜토리얼완료,2025-02-14 10:00:00
513,231,가입,2025-05-02 00:00:00
514,231,튜토리얼완료,2025-05-02 19:00:00
515,232,가입,2025-01-20 00:00:00
516,232,튜토리얼완료,2025-01-21 08:00:00
517,233,가입,2025-03-27 00:00:00
518,233,첫결제,2025-05-18 14:02:00
519,234,가입,2025-06-28 00:00:00
520,234,튜토리얼완료,2025-06-29 06:00:00
521,235,가입,2025-01-24 00:00:00
522,235,튜토리얼완료,2025-01-24 08:00:00
523,236,가입,2025-06-29 00:00:00
524,237,가입,2025-01-04 00:00:00
525,237,튜토리얼완료,2025-01-06 23:00:00
526,238,가입,2025-01-03 00:00:00
527,238,튜토리얼완료,2025-01-06 18:00:00
528,238,첫결제,2025-01-10 23:23:00
529,239,가입,2025-04-22 00:00:00
530,239,튜토리얼완료,2025-04-23 03:00:00
531,240,가입,2025-02-08 00:00:00
532,240,튜토리얼완료,2025-02-08 10:00:00
533,241,가입,2025-02-06 00:00:00
534,241,튜토리얼완료,2025-02-07 06:00:00
535,241,첫결제,2025-02-12 13:12:00
536,242,가입,2025-04-28 00:00:00
537,242,튜토리얼완료,2025-05-01 11:00:00
538,242,첫결제,2025-04-28 13:21:00
539,243,가입,2025-05-29 00:00:00
540,243,튜토리얼완료,2025-06-01 07:00:00
541,244,가입,2025-02-19 00:00:00
542,244,튜토리얼완료,2025-02-22 22:00:00
543,245,가입,2025-05-07 00:00:00
544,245,튜토리얼완료,2025-05-08 13:00:00
545,246,가입,2025-03-02 00:00:00
546,247,가입,2025-01-31 00:00:00
547,247,첫결제,2025-02-02 14:11:00
548,248,가입,2025-01-15 00:00:00
549,248,튜토리얼완료,2025-01-16 22:00:00
550,248,첫결제,2025-01-26 20:22:00
551,249,가입,2025-03-24 00:00:00
552,249,튜토리얼완료,2025-03-27 20:00:00
553,250,가입,2025-05-09 00:00:00
554,250,튜토리얼완료,2025-05-11 07:00:00
555,251,가입,2025-06-10 00:00:00
556,252,가입,2025-01-19 00:00:00
557,252,튜토리얼완료,2025-01-21 16:00:00
558,252,첫결제,2025-03-02 15:26:00
559,253,가입,2025-03-03 00:00:00
560,253,튜토리얼완료,2025-03-04 04:00:00
561,254,가입,2025-01-31 00:00:00
562,254,튜토리얼완료,2025-02-03 15:00:00
563,255,가입,2025-04-13 00:00:00
564,255,튜토리얼완료,2025-04-16 15:00:00
565,256,가입,2025-01-14 00:00:00
566,256,튜토리얼완료,2025-01-15 06:00:00
567,256,첫결제,2025-02-23 20:53:00
568,257,가입,2025-01-04 00:00:00
569,257,튜토리얼완료,2025-01-04 14:00:00
570,257,첫결제,2025-01-05 06:55:00
571,258,가입,2025-01-22 00:00:00
572,258,튜토리얼완료,2025-01-23 12:00:00
573,259,가입,2025-01-05 00:00:00
574,259,튜토리얼완료,2025-01-07 04:00:00
575,259,첫결제,2025-01-09 04:57:00
576,260,가입,2025-01-29 00:00:00
577,260,튜토리얼완료,2025-02-01 14:00:00
578,260,첫결제,2025-03-01 21:04:00
579,261,가입,2025-01-30 00:00:00
580,261,튜토리얼완료,2025-01-31 02:00:00
581,262,가입,2025-01-07 00:00:00
582,262,튜토리얼완료,2025-01-07 08:00:00
583,262,첫결제,2025-01-12 05:04:00
584,263,가입,2025-06-29 00:00:00
585,263,튜토리얼완료,2025-07-02 22:00:00
586,264,가입,2025-01-19 00:00:00
587,264,튜토리얼완료,2025-01-22 10:00:00
588,265,가입,2025-03-13 00:00:00
589,265,튜토리얼완료,2025-03-14 02:00:00
590,265,첫결제,2025-04-22 08:21:00
591,266,가입,2025-01-13 00:00:00
592,266,튜토리얼완료,2025-01-15 10:00:00
593,267,가입,2025-01-31 00:00:00
594,267,튜토리얼완료,2025-02-03 17:00:00
595,268,가입,2025-01-06 00:00:00
596,269,가입,2025-01-08 00:00:00
597,269,튜토리얼완료,2025-01-08 19:00:00
598,269,첫결제,2025-03-18 19:55:00
599,270,가입,2025-01-01 00:00:00
600,270,첫결제,2025-01-03 19:33:00
601,271,가입,2025-04-07 00:00:00
602,271,튜토리얼완료,2025-04-10 03:00:00
603,272,가입,2025-01-22 00:00:00
604,272,튜토리얼완료,2025-01-23 02:00:00
605,273,가입,2025-02-11 00:00:00
606,274,가입,2025-02-22 00:00:00
607,274,튜토리얼완료,2025-02-24 14:00:00
608,274,첫결제,2025-03-04 01:48:00
609,275,가입,2025-01-11 00:00:00
610,275,튜토리얼완료,2025-01-14 21:00:00
611,276,가입,2025-06-25 00:00:00
612,276,튜토리얼완료,2025-06-25 11:00:00
613,276,첫결제,2025-06-25 02:31:00
614,277,가입,2025-02-02 00:00:00
615,277,튜토리얼완료,2025-02-05 00:00:00
616,278,가입,2025-01-05 00:00:00
617,278,튜토리얼완료,2025-01-08 09:00:00
618,279,가입,2025-01-07 00:00:00
619,280,가입,2025-01-30 00:00:00
